,1,2,3,4,13,33,41,61,73,97,117,127,137,142,143,145,147,148,149,150,161,162,163,164,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,187,188,598,601,602,603,604,605,606,637,646,658,690,694,700,701,702,703,704,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,725,726,727,728,729,730,731,732,733,734,735,736,737,738,739,740,742,743,800
,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice,closingIndexPrice
tradeDate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04,1266.35,1296.97,107.56,1747.14,3283.04,2453.68,1420.28,1310.36,1964.23,4476.94,794.55,1987.45,1735.21,1741.91,1758.63,340.71,545.11,2796.41,780.04,2095.56,2222.36,2344.3,1283.06,3075.45,2419.21,115.33,1528.91,957.22,1312.55,2105.19,1169.38,581.74,3018.17,1764.95,1171.68,1917.06,1476.15,2229.0,1500.93,1086.6,752.46,558.11,569.8,1662.52,492.16,1102.67,16.87,365.67,359.95,356.76,374.7,369.56,397.36,246.12,278.05,366.3,405.53,397.39,464.37,289.22,325.33,418.25,599.64,362.8,341.82,353.37,375.49,354.89,358.78,330.68,355.92,359.03,355.05,351.46,359.79,393.56,367.01,346.02,347.27,363.28,401.77,366.51,357.81,385.34,396.24,454.92,474.04,343.23,360.01,385.39,361.64,336.16,359.29,373.96,383.39,408.72,357.15,376.26,354.66,280.25
2023-04-09,1270.14,1300.86,106.76,1750.65,3267.03,2479.0,1420.33,1314.03,1951.59,4421.62,794.3,1989.54,1738.13,1739.65,1775.09,341.73,545.94,2801.19,786.18,2097.76,2243.43,2367.03,1286.4,3060.58,2434.34,115.18,1536.43,958.69,1319.03,2127.81,1177.81,582.2,3014.25,1772.55,1179.82,1922.9,1480.17,2227.72,1518.67,1098.72,755.38,559.75,578.81,1666.8,491.18,1110.0,17.59,365.71,359.99,356.86,374.75,369.7,397.44,246.3,278.33,366.16,405.49,397.46,464.37,289.06,325.29,418.39,599.52,362.66,341.86,353.33,375.45,354.88,358.84,330.83,355.52,359.08,355.18,351.44,359.79,393.26,366.94,345.96,347.22,363.37,401.64,366.5,357.83,385.33,396.29,454.81,473.97,343.0,360.03,385.47,361.53,335.94,359.37,373.95,383.32,411.28,357.12,376.24,354.63,280.41
2023-04-10,1271.57,1302.33,106.75,1751.44,3248.01,2513.48,1426.04,1325.54,1952.6,4399.93,795.47,1980.19,1739.57,1740.41,1779.36,340.61,546.32,2802.57,794.04,2103.36,2246.09,2369.86,1290.03,3042.55,2441.55,115.26,1541.35,954.87,1315.69,2141.09,1165.16,579.94,3015.58,1776.92,1184.29,1925.53,1475.99,2245.49,1528.08,1112.65,762.44,564.21,585.07,1669.55,487.18,1115.01,18.29,365.75,360.04,357.0,374.84,369.84,397.67,246.27,278.42,366.48,405.48,397.6,464.32,289.2,325.4,418.43,599.21,362.67,341.96,353.38,375.44,354.95,358.95,330.98,355.45,359.15,355.46,351.44,359.83,393.31,366.9,345.95,347.37,363.45,401.69,366.63,357.49,385.54,396.45,454.43,473.83,343.0,360.03,385.44,361.52,335.99,359.46,373.97,383.28,412.17,357.1,376.21,354.7,280.44
2023-04-13,1267.87,1298.54,106.05,1749.27,3176.55,2473.35,1411.14,1304.56,1954.42,4445.2,785.96,1984.95,1732.75,1740.01,1753.3,342.73,547.93,2756.02,780.0,2089.2,2262.21,2387.46,1288.48,2967.91,2415.1,113.83,1531.49,962.24,1317.14,2112.75,1141.0,584.47,2939.83,1761.61,1177.64,1911.06,1479.05,2205.99,1526.58,1088.28,749.18,554.87,592.5,1662.85,489.64,1099.34,19.04,365.19,359.31,356.74,374.44,369.29,397.38,246.29,278.25,365.58,404.5,396.5,462.92,289.63,325.6,417.97,595.25,362.4,341.63,353.08,374.65,354.66,358.68,331.17,355.06,358.75,355.65,350.73,358.88,391.28,366.21,345.81,347.27,362.83,401.08,365.77,356.5,384.6,395.49,453.03,469.37,342.94,359.46,384.77,361.09,335.62,359.19,373.12,382.54,417.42,356.11,375.55,354.39,280.58
2023-04-16,1264.71,1295.29,106.65,1746.65,3219.56,2478.73,1396.41,1303.81,1954.17,4451.55,789.58,1995.66,1729.63,1737.3,1745.82,340.96,543.57,2775.42,775.88,2080.86,2249.35,2373.56,1282.79,3013.95,2403.0,113.95,1523.98,962.95,1320.79,2114.61,1138.5,585.58,2930.42,1757.64,1167.66,1909.53,1466.67,2198.51,1514.46,1076.38,749.27,549.55,581.43,1659.96,490.96,1092.96,19.1,364.09,357.98,356.05,373.23,367.67,396.46,246.05,277.39,363.88,403.2,393.71,461.19,289.71,325.56,417.31,590.75,361.08,340.66,351.95,373.89,353.68,358.04,330.3,354.2,357.97,355.46,350.02,358.28,389.61,365.52,345.48,346.32,361.33,400.54,365.12,355.2,382.26,392.83,450.33,465.24,341.9,358.74,384.01,360.13,334.88,358.14,372.33,381.8,418.41,355.04,374.89,353.33,280.79
2023-04-17,1255.08,1285.41,105.49,1744.76,3274.99,2487.96,1374.78,1281.77,1934.01,4420.33,773.84,1971.73,1717.88,1731.42,1714.06,336.47,538.3,2809.62,758.01,2071.94,2234.39,2357.5,1270.37,3067.11,2363.25,113.19,1501.93,950.76,1308.92,2123.67,1127.4,578.29,2931.73,1733.33,1147.44,1889.89,1446.4,2157.74,1483.76,1047.8,735.02,550.29,570.56,1651.04,486.42,1077.94,19.09,363.04,357.1,355.2,372.1,366.68,395.47,246.15,277.14,362.52,402.27,391.74,459.92,289.85,325.65,417.24,586.9,360.13,339.56,350.92,372.79,352.59,356.81,329.8,352.07,356.86,355.55,349.03,357.36,386.11,364.59,344.83,345.3,359.68,399.36,364.43,353.55,380.5,390.88,448.69,461.12,340.83,358.02,383.2,358.6,333.12,357.27,371.1,380.78,416.59,353.94,374.03,352.21,280.84
2023-04-18,1259.52,1289.97,105.31,1747.28,3337.63,2519.11,1371.08,1280.12,1950.3,4467.8,776.31,1989.97,1724.69,1738.62,1721.82,335.68,539.73,2847.8,759.3,2081.91,2234.73,2357.82,1272.78,3121.66,2376.78,114.67,1506.8,948.94,1326.82,2138.64,1119.08,576.79,2943.91,1738.25,1151.17,1895.68,1449.06,2166.78,1476.74,1048.91,737.42,552.82,564.48,1657.12,483.98,1085.78,17.5,363.14,357.35,355.18,371.91,366.51,395.32,246.03,277.27,361.81,402.89,391.43,460.74,289.87,325.63,417.45,589.16,360.11,339.58,350.92,373.03,352.46,356.41,329.91,350.94,356.83,355.52,349.23,357.44,384.56,365.41,344.64,345.22,359.52,399.02,364.7,354.69,380.14,390.67,450.74,462.63,340.49,358.67,383.8,358.3,332.35,357.36,371.19,381.15,416.76,354.34,374.62,352.11,280.85
2023-04-19,1252.72,1283.0,103.87,1744.46,3335.83,2538.58,1365.77,1270.92,1951.08,4457.02,772.09,1980.27,1714.3,1726.83,1715.25,332.89,534.95,2849.54,753.24,2075.61,2225.78,2348.35,1265.94,3117.34,2365.71,113.99,1498.55,939.89,1322.6,2142.08,1114.45,570.65,2914.36,1728.77,1144.19,1886.68,1440.19,2159.7,1465.76,1042.38,731.77,547.3,559.46,1646.92,477.38,1088.25,16.59,363.28,357.24,355.45,372.28,366.72,395.71,246.11,277.64,362.45,402.51,390.93,460.29,289.68,325.65,417.4,587.83,360.47,340.18,351.4,372.98,352.91,356.78,330.21,351.03,357.14,355.62,349.21,357.6,383.8,365.32,344.96,345.7,360.1,398.89,364.69,354.74,380.23,390.51,450.75,460.74,340.78,358.67,383.91,358.82,332.58,357.89,370.96,381.27,417.51,354.19,374.65,352.58,280.89
2023-04-20,1244.61,1274.66,104.47,1743.17,3322.53,2517.85,1363.2,1268.57,1930.23,4395.23,770.04,1963.9,1702.14,1712.47,1710.6,330.4,532.66,2835.47,752.53,2056.72,2216.84,2338.73,1258.88,3100.03,2358.22,113.88,1491.76,930.86,1310.68,2127.61,1123.28,565.05,2894.08,1720.45,1140.65,1876.1,1426.56,2146.13,1453.77,1039.19,734.05,543.11,552.18,1636.73,475.08,1083.86,16.38,363.51,357.39,355.66,372.55,366.89,395.97,246.19,277.99,362.93,402.67,390.55,460.5,289.63,325.7,417.65,588.14,360.98,340.57,351.84,373.2,353.2,356.72,330.54,351.07,357.35,355.31,349.38,357.57,384.92,365.36,345.25,345.87,360.49,399.28,364.64,355.08,380.28,390.35,451.79,460.33,340.97,358.87,384.13,359.13,332.39,358.31,371.16,381.51,417.4,354.39,374.75,352.92,280.91
2023-04-23,1251.85,1282.1,103.42,1747.61,3370.25,2551.46,1366.4,1278.15,1913.02,4307.97,767.95,1964.76,1713.22,1723.34,1720.62,333.19,536.04,2863.54,757.06,2065.57,2228.21,2351.05,1265.93,3149.86,2365.65,114.8,1499.68,939.97,1313.52,2143.28,1131.82,572.15,2910.85,1731.83,1145.74,1889.51,1433.13,2156.85,1475.68,1049.75,737.54,542.58,560.16,1651.63,479.14,1090.83,16.36,363.13,356.69,355.62,372.15,365.97,395.91,246.19,277.84,362.32,402.04,388.3,459.65,289.74,325.63,417.34,585.97,360.67,340.54,351.67,372.94,353.05,356.63,330.13,351.1,357.29,355.47,349.15,357.72,384.27,365.19,345.05,345.79,360.39,398.74,364.66,354.83,378.65,388.23,450.87,458.01,340.64,358.56,383.74,359.1,332.22,358.19,370.87,381.26,417.96,353.94,374.52,352.81,281.0
2023-04-24,1261.04,1291.55,102.53,1749.05,3391.13,2613.17,1372.02,1292.8,1935.36,4348.86,779.33,1974.67,1727.64,1742.65,1725.63,333.11,534.18,2894.61,760.77,2089.6,2227.73,2350.51,1263.66,3169.25,2369.71,113.51,1503.73,943.06,1317.81,2173.75,1137.54,573.59,2939.46,1742.75,1146.01,1904.29,1444.01,2181.59,1486.7,1048.11,743.33,541.43,560.75,1665.34,478.67,1088.57,16.45,363.2,356.65,355.79,372.13,365.7,396.07,246.22,277.86,361.89,402.17,387.39,459.81,289.79,325.78,417.42,586.22,360.71,340.66,351.76,373.16,353.16,356.8,330.03,351.05,357.47,355.53,349.35,357.85,384.38,365.41,344.95,346.0,360.61,398.91,364.8,355.26,378.1,387.62,451.3,458.01,340.23,358.85,384.02,359.28,332.16,358.38,370.81,381.73,418.27,354.12,374.74,352.91,281.1
2023-04-27,1268.12,1298.82,102.44,1753.27,3476.88,2666.47,1392.93,1312.29,1943.8,4293.63,781.45,1965.55,1735.53,1751.19,1735.0,330.58,540.5,2954.26,772.11,2115.76,2233.69,2356.81,1265.61,3254.07,2401.36,112.88,1514.18,932.61,1316.38,2211.09,1135.64,566.43,2974.17,1754.2,1155.32,1915.56,1443.69,2235.67,1474.03,1065.21,746.49,560.61,559.27,1675.58,469.95,1107.72,16.27,363.77,356.79,356.46,372.57,365.24,396.88,246.27,277.88,362.09,402.8,385.45,460.64,289.79,325.94,417.73,588.22,361.83,341.24,352.6,373.95,353.96,357.51,329.99,354.06,358.31,355.75,350.09,359.02,385.2,366.38,345.75,346.65,361.51,399.29,365.66,356.67,377.2,386.2,452.17,460.12,341.81,359.59,384.76,360.65,333.91,358.76,371.64,382.51,417.55,354.93,375.56,353.82,281.14
2023-04-30,1280.88,1311.93,104.48,1750.89,3502.42,2682.28,1414.22,1331.82,1943.29,4269.06,792.06,1997.13,1754.06,1766.95,1761.97,333.13,544.12,2979.83,785.28,2139.62,2253.42,2378.03,1274.79,3278.78,2426.18,113.28,1531.26,940.22,1331.39,2232.73,1163.8,571.0,2996.82,1776.01,1168.45,1940.21,1455.15,2269.25,1483.71,1090.25,753.26,569.06,562.32,1693.45,475.91,1112.71,16.27,364.64,357.29,357.39,373.38,365.47,397.96,246.36,277.99,362.51,403.58,385.65,461.66,289.84,326.15,418.2,590.53,362.88,341.94,353.47,375.19,354.99,358.87,330.68,357.95,359.42,355.96,351.24,360.53,389.1,367.31,347.15,347.7,362.31,400.84,366.63,357.86,377.5,386.44,453.25,462.51,343.89,360.46,385.56,362.15,336.57,359.18,373.29,383.41,416.03,356.07,376.54,354.85,281.27
2023-05-01,1288.13,1319.37,105.99,1748.24,3484.58,2696.61,1427.77,1359.02,1947.13,4321.15,797.1,2012.53,1761.25,1768.72,1785.34,334.64,552.96,2978.73,805.76,2141.88,2279.42,2405.96,1285.92,3259.63,2463.86,113.61,1549.43,942.84,1347.37,2244.84,1170.03,572.98,3018.06,1793.41,1187.45,1951.9,1464.66,2287.41,1484.64,1121.1,770.38,586.92,564.46,1700.17,477.76,1124.06,16.22,365.03,357.25,357.97,373.7,365.14,398.55,246.27,277.75,362.26,403.76,385.1,461.89,289.86,326.06,418.13,591.4,363.17,342.34,353.83,376.08,355.57,359.93,330.74,361.41,360.19,356.26,352.07,361.68,390.95,368.36,348.04,348.43,362.56,401.93,367.42,358.58,377.1,385.97,452.33,464.54,345.24,361.2,386.23,363.32,338.83,359.16,374.47,384.05,415.07,356.65,377.41,355.4,281.35
2023-05-02,1295.44,1326.89,104.52,1749.64,3502.6,2727.1,1440.83,1361.59,1952.57,4307.91,801.68,1984.93,1770.84,1776.58,1799.76,335.67,555.56,3007.43,807.15,2158.84,2290.05,2417.4,1285.52,3271.81,2486.92,113.18,1556.35,947.05,1338.26,2270.7,1172.82,575.42,3030.62,1803.08,1195.16,1962.06,1468.03,2310.43,1494.16,1124.92,771.5,584.78,564.59,1712.58,478.27,1143.6,17.56,365.63,357.97,358.35,373.9,365.66,398.62,246.21,277.51,362.57,404.74,386.4,463.16,289.94,326.14,418.73,594.44,363.09,342.45,353.85,377.32,355.64,360.11,330.68,361.73,360.73,356.63,353.23,363.03,393.44,369.64,348.05,348.35,362.83,403.01,368.88,359.82,378.27,387.56,454.09,467.41,345.25,362.34,387.42,363.38,339.22,359.14,375.87,385.16,415.25,357.87,378.59,355.42,281.37
2023-05-03,1308.94,1340.78,101.23,1757.76,3569.15,2755.76,1456.72,1389.18,1992.84,4425.04,818.62,1972.18,1792.05,1793.87,1834.54,338.8,560.65,3053.6,830.43,2186.04,2292.92,2420.53,1290.46,3335.59,2534.9,113.84,1577.61,957.62,1327.28,2294.12,1192.47,581.43,3045.81,1830.41,1213.27,1990.44,1484.6,2361.94,1503.46,1161.07,789.7,599.1,569.68,1734.7,482.1,1162.7,17.33,366.88,359.28,359.29,375.34,367.25,399.85,246.29,278.0,364.86,406.02,389.08,464.88,289.86,326.42,419.2,598.79,364.75,343.63,355.26,378.18,356.94,361.16,331.41,363.13,361.74,356.59,353.99,363.78,393.19,370.65,348.75,349.36,364.88,403.27,369.76,361.74,380.88,390.33,456.56,471.54,346.68,363.38,388.65,364.83,340.48,360.41,376.43,386.3,416.55,359.0,379.61,356.79,281.43
2023-05-04,1307.61,1339.4,102.21,1760.19,3545.49,2743.02,1466.65,1401.21,1969.63,4314.2,815.62,1964.82,1785.83,1784.38,1842.43,341.11,565.54,3030.48,838.9,2168.33,2311.28,2440.25,1294.61,3309.41,2544.92,113.87,1584.99,958.83,1322.37,2272.33,1198.18,584.11,3030.54,1835.36,1223.75,1986.26,1494.6,2381.6,1500.74,1168.92,798.0,602.9,569.51,1732.2,482.65,1163.26,16.22,367.83,360.33,359.93,376.54,368.84,400.72,246.39,278.32,367.13,406.81,392.58,465.94,289.79,326.48,419.68,601.33,365.8,344.44,356.19,378.62,357.84,362.0,332.04,363.73,362.45,356.58,354.39,364.6,392.75,371.19,349.05,350.09,366.4,403.35,370.37,362.58,383.6,393.27,458.1,473.88,347.33,363.81,389.09,365.78,341.16,361.38,377.06,386.57,417.76,359.68,380.16,357.71,281.47
2023-05-07,1316.97,1349.0,103.03,1763.71,3595.87,2752.64,1480.18,1404.21,1991.59,4388.51,827.5,1992.68,1800.14,1796.98,1862.47,344.66,570.55,3058.59,842.9,2182.17,2327.51,2457.53,1300.93,3360.18,2568.09,114.19,1599.01,967.33,1337.64,2284.31,1206.79,591.03,3042.72,1852.57,1235.63,2001.03,1509.95,2398.72,1517.16,1176.0,801.94,604.23,578.92,1743.07,490.77,1169.95,16.1,367.68,359.83,360.11,376.5,368.46,400.89,246.38,278.06,366.59,406.14,392.05,465.04,289.87,326.54,419.48,598.82,366.05,344.32,356.24,378.76,357.97,362.31,332.24,363.61,362.59,356.83,354.55,364.85,393.3,371.32,349.17,350.1,366.66,403.57,370.45,362.69,383.07,392.76,457.22,471.04,347.42,364.0,389.34,365.74,341.32,361.53,377.15,386.77,417.34,359.42,380.29,357.81,281.56
2023-05-08,1308.49,1340.29,104.16,1761.03,3527.69,2752.36,1469.48,1380.42,1995.72,4433.49,825.67,2002.41,1786.46,1786.81,1837.63,343.51,571.38,3026.9,826.43,2175.44,2324.15,2453.85,1295.83,3295.77,2549.57,114.53,1586.42,960.1,1336.08,2283.33,1193.24,587.53,3037.17,1836.79,1224.04,1983.52,1506.32,2368.98,1511.5,1149.08,788.57,594.6,570.63,1724.76,489.86,1156.49,16.19,367.76,359.93,360.21,376.7,368.75,401.04,246.45,278.22,366.67,406.1,392.87,464.98,289.89,326.52,419.69,598.41,366.14,344.31,356.28,378.82,358.08,362.56,332.37,363.42,362.67,357.04,354.61,364.77,393.1,371.39,349.17,350.18,366.88,403.49,370.58,362.86,383.48,393.32,457.57,470.15,347.41,364.2,389.53,365.72,341.36,361.66,377.1,386.92,417.29,359.37,380.38,357.88,281.59
2023-05-09,1296.73,1328.2,102.31,1764.26,3517.54,2727.07,1460.16,1353.69,1955.12,4316.91,814.39,1959.75,1772.05,1770.73,1823.64,344.1,568.93,3012.47,809.68,2155.35,2300.03,2427.91,1290.27,3285.84,2524.56,115.37,1573.3,961.96,1311.14,2271.45,1190.98,588.89,2988.45,1819.77,1215.26,1965.79,1500.01,2330.41,1504.22,1125.43,771.78,589.92,567.98,1714.48,490.05,1145.21,16.75,368.2,360.24,360.66,377.2,369.1,401.56,246.5,278.82,367.1,406.43,392.82,465.43,289.82,326.7,420.17,599.05,366.77,344.74,356.81,379.2,358.61,363.1,333.1,363.73,363.14,357.09,354.96,364.79,394.58,371.53,349.56,350.87,367.38,403.89,370.77,363.49,383.69,393.43,458.28,470.46,347.57,364.48,389.84,366.13,341.77,362.24,377.3,387.46,418.83,359.75,380.61,358.4,281.64
2023-05-10,1314.18,1346.12,104.24,1766.8,3598.89,2765.36,1472.41,1391.54,1981.6,4414.35,830.11,1976.51,1794.58,1789.77,1858.09,348.5,577.07,3067.19,835.02,2181.1,2331.8,2461.89,1300.32,3362.14,2568.5,114.31,1599.11,977.4,1320.41,2299.47,1206.02,597.21,3007.43,1851.46,1237.91,1997.3,1508.39,2371.42,1535.5,1168.47,789.74,605.66,579.81,1736.16,495.23,1158.8,15.67,369.44,361.36,361.63,378.74,370.58,402.95,246.61,279.13,368.4,407.43,396.09,466.76,289.79,326.73,420.78,602.32,368.28,346.12,358.25,379.96,360.04,364.48,333.61,365.84,364.25,357.41,355.69,365.12,394.27,372.37,350.35,352.19,369.41,404.24,371.54,365.01,386.21,396.55,459.6,474.03,349.12,365.33,390.77,367.95,343.55,363.53,377.95,388.33,419.25,360.74,381.48,359.89,281.72
2023-05-11,1326.44,1358.68,106.25,1778.16,3666.51,2800.38,1497.54,1407.32,1997.24,4405.83,839.49,1990.49,1811.23,1802.68,1887.79,351.18,582.24,3116.5,846.12,2201.24,2350.6,2481.74,1309.08,3425.75,2614.31,116.07,1618.6,985.59,1335.32,2323.01,1224.13,602.22,3055.74,1874.98,1254.65,2022.94,1521.24,2408.11,1547.71,1194.7,796.49,607.5,588.23,1753.95,495.88,1178.02,15.6,370.82,362.9,362.58,380.24,372.39,404.16,246.61,279.44,369.72,409.0,400.89,468.84,289.75,326.87,421.31,607.81,369.59,347.07,359.38,381.03,361.22,365.79,334.22,367.12,365.33,357.55,356.67,365.94,394.6,373.61,350.91,353.14,371.27,404.72,372.73,367.04,389.38,400.63,461.97,479.89,350.3,366.53,391.96,369.24,344.88,364.66,378.9,389.54,418.27,362.18,382.7,361.05,281.73
2023-05-14,1322.17,1354.28,106.25,1781.68,3615.81,2793.27,1488.67,1412.44,2010.53,4449.72,846.57,2009.98,1803.36,1795.44,1877.02,348.41,582.55,3092.43,849.64,2190.66,2357.52,2489.06,1314.23,3379.13,2610.66,115.89,1617.32,983.12,1341.63,2323.18,1211.09,599.22,3044.29,1870.92,1251.88,2018.77,1518.22,2410.88,1563.69,1208.06,796.96,606.13,593.25,1742.7,489.46,1176.73,16.36,370.48,362.3,362.52,379.97,371.89,404.11,246.66,279.42,369.61,408.24,399.24,467.86,289.67,326.75,420.89,605.45,369.59,346.9,359.29,380.92,361.1,365.61,334.18,366.58,365.21,357.42,356.56,366.09,394.81,373.37,350.72,353.03,371.21,404.75,372.61,366.68,388.44,399.28,460.82,477.49,350.18,366.29,391.69,369.02,344.57,364.61,378.8,389.41,417.85,361.74,382.5,360.92,281.93
